,age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2685,58,retired,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
2686,54,admin.,married,high.school,yes,no,telephone,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2687,48,unemployed,married,professional.course,no,no,telephone,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes
2688,50,blue-collar,single,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2689,38,technician,single,university.degree,yes,no,telephone,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2691,37,admin.,married,high.school,no,no,cellular,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
2692,31,technician,single,university.degree,no,yes,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2693,28,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
2694,46,technician,married,professional.course,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2695,31,blue-collar,married,basic.6y,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2696,31,management,married,high.school,yes,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2697,30,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2698,35,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2699,30,technician,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
2701,34,admin.,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2702,32,technician,married,professional.course,no,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2703,43,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2704,57,blue-collar,married,basic.4y,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2706,34,blue-collar,married,basic.4y,no,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2707,32,technician,married,professional.course,no,no,cellular,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes
2708,33,admin.,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
2709,46,management,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
2710,80,retired,married,basic.4y,no,no,cellular,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes
2711,45,blue-collar,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2712,41,blue-collar,married,basic.6y,yes,yes,telephone,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
2713,49,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2714,50,management,married,high.school,no,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2715,34,entrepreneur,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
2716,47,management,married,university.degree,yes,no,cellular,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no
2717,47,services,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2718,55,blue-collar,married,basic.6y,no,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
2719,46,blue-collar,married,basic.6y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2720,24,student,single,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
2721,32,blue-collar,single,basic.4y,yes,no,cellular,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2722,31,blue-collar,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2723,31,blue-collar,married,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2724,29,entrepreneur,married,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
2725,48,blue-collar,married,basic.4y,no,no,cellular,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
2726,33,admin.,married,high.school,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
2727,43,technician,married,university.degree,no,no,cellular,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2728,29,services,single,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2729,47,blue-collar,married,basic.4y,yes,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2730,47,management,married,university.degree,yes,no,cellular,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2731,33,admin.,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2732,56,entrepreneur,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
2733,33,technician,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2734,30,blue-collar,single,basic.4y,yes,yes,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2735,36,management,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
2736,50,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
2737,45,technician,married,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
2738,38,admin.,single,high.school,yes,no,cellular,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes
2739,31,unemployed,single,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no
2740,30,technician,married,professional.course,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
2741,39,services,married,high.school,yes,no,cellular,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2742,37,blue-collar,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2744,36,blue-collar,single,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2745,22,blue-collar,married,professional.course,yes,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2746,33,entrepreneur,married,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2747,37,technician,single,high.school,yes,no,telephone,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
2748,38,management,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
2749,53,admin.,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2750,31,technician,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2751,44,management,married,university.degree,no,no,cellular,2,999,2,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
2752,31,services,married,high.school,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2753,43,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
2754,30,blue-collar,single,basic.9y,no,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2755,47,housemaid,single,basic.4y,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2756,28,blue-collar,married,basic.4y,yes,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2757,33,unemployed,married,high.school,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
2758,42,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
2759,45,services,married,high.school,no,no,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2760,32,services,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
2761,41,management,married,high.school,no,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2762,50,blue-collar,married,basic.9y,yes,no,cellular,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes
2763,42,blue-collar,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2764,45,blue-collar,single,basic.4y,yes,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
2765,52,entrepreneur,married,basic.9y,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
2766,49,blue-collar,married,basic.6y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
2768,20,blue-collar,single,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2769,36,entrepreneur,married,university.degree,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2770,44,services,divorced,high.school,yes,yes,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes
2771,34,technician,divorced,professional.course,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
2772,67,self-employed,married,university.degree,yes,no,cellular,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no
2773,42,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2774,41,self-employed,single,university.degree,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2775,37,technician,single,university.degree,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
2777,34,entrepreneur,married,university.degree,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2778,48,management,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2779,46,admin.,single,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2780,57,admin.,divorced,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2781,54,housemaid,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2782,34,admin.,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2783,29,technician,single,high.school,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
2784,38,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2785,27,student,single,high.school,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2786,42,blue-collar,married,basic.6y,yes,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2787,35,technician,divorced,professional.course,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2788,40,entrepreneur,married,professional.course,yes,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2789,44,admin.,single,university.degree,yes,no,telephone,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2790,33,admin.,single,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2791,54,blue-collar,married,basic.9y,yes,yes,cellular,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
2792,32,technician,married,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2793,47,admin.,single,university.degree,yes,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2794,40,admin.,single,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2795,30,admin.,married,university.degree,yes,yes,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
2796,28,technician,single,professional.course,yes,no,cellular,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no
2797,40,entrepreneur,married,basic.4y,yes,yes,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2798,39,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2799,27,technician,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
2800,51,housemaid,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2801,39,admin.,divorced,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2802,46,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no
2803,49,unemployed,married,high.school,no,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2804,47,admin.,married,university.degree,yes,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2805,32,admin.,divorced,university.degree,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2806,35,entrepreneur,married,high.school,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2807,27,admin.,single,high.school,yes,yes,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
2808,42,blue-collar,married,basic.9y,no,no,cellular,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2809,35,technician,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2810,37,technician,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2811,48,blue-collar,married,basic.4y,no,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2812,29,unemployed,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2813,50,management,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2814,30,blue-collar,single,university.degree,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2815,58,self-employed,divorced,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2816,52,blue-collar,married,basic.9y,no,yes,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2817,32,entrepreneur,married,university.degree,yes,yes,telephone,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
2818,55,retired,married,basic.6y,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2819,49,technician,married,professional.course,yes,no,telephone,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2820,35,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
2821,41,blue-collar,divorced,basic.6y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2822,44,blue-collar,married,basic.6y,no,yes,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2823,35,technician,married,professional.course,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2824,44,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2825,27,technician,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
2826,35,self-employed,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2827,33,admin.,single,university.degree,yes,no,cellular,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
2828,35,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no
2829,32,management,single,university.degree,no,no,cellular,4,16,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no
2830,39,entrepreneur,single,university.degree,yes,no,telephone,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2831,53,blue-collar,married,high.school,yes,yes,cellular,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2832,26,admin.,single,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
2833,25,self-employed,single,university.degree,no,no,telephone,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2834,39,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2835,33,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2836,63,management,married,basic.4y,yes,no,cellular,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
2837,59,retired,married,basic.4y,no,yes,telephone,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2838,52,self-employed,single,professional.course,no,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2839,25,blue-collar,single,basic.9y,yes,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2840,29,blue-collar,married,basic.9y,no,no,cellular,1,6,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
2841,48,entrepreneur,married,basic.9y,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2842,35,admin.,married,university.degree,yes,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2843,39,technician,married,professional.course,yes,no,cellular,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no
2844,31,admin.,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2845,28,blue-collar,single,professional.course,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
2846,40,self-employed,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
2847,39,admin.,married,university.degree,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2848,41,blue-collar,married,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
2849,39,housemaid,married,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2850,30,self-employed,married,professional.course,yes,no,cellular,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
2851,40,management,married,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
2852,32,technician,married,professional.course,yes,yes,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2853,37,admin.,divorced,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2854,52,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.876,-40.0,0.677,5008.7,yes
2855,28,student,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes
2856,43,blue-collar,married,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2857,31,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2858,45,housemaid,divorced,university.degree,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2859,47,blue-collar,divorced,basic.4y,yes,no,cellular,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2860,58,admin.,divorced,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
2861,33,technician,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2862,28,blue-collar,single,university.degree,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
2863,47,admin.,married,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2864,38,blue-collar,single,high.school,no,no,telephone,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
2865,60,management,married,university.degree,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2866,28,admin.,single,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2867,33,self-employed,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
2868,41,entrepreneur,divorced,basic.9y,yes,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
2870,41,management,married,high.school,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
2872,54,self-employed,divorced,high.school,no,no,telephone,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2873,46,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2874,32,blue-collar,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2875,42,technician,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
2876,29,admin.,single,university.degree,no,no,cellular,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,no
2878,24,blue-collar,single,basic.6y,no,no,telephone,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2880,58,retired,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
2881,31,admin.,married,high.school,no,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2882,34,services,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
2883,44,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2884,59,blue-collar,married,basic.4y,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2885,34,technician,single,university.degree,no,no,telephone,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2886,48,management,married,university.degree,yes,no,cellular,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no
2887,47,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no
2888,54,housemaid,married,basic.4y,no,no,cellular,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
2889,44,blue-collar,married,high.school,yes,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2890,31,management,single,university.degree,yes,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2891,34,blue-collar,married,professional.course,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
2893,38,technician,single,university.degree,yes,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2895,26,technician,single,professional.course,yes,no,cellular,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2896,31,technician,divorced,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2897,31,admin.,single,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2898,57,blue-collar,married,basic.4y,no,no,cellular,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2899,36,blue-collar,married,basic.9y,no,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
2901,46,self-employed,married,basic.9y,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2903,37,blue-collar,single,professional.course,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
2904,33,technician,married,professional.course,yes,no,telephone,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2905,41,technician,single,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2906,53,housemaid,married,basic.4y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2907,51,admin.,divorced,high.school,yes,no,cellular,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
2908,36,housemaid,divorced,university.degree,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2909,47,admin.,married,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2910,44,technician,divorced,professional.course,yes,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2911,45,services,married,professional.course,yes,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2912,38,blue-collar,married,high.school,no,no,telephone,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2913,36,technician,single,professional.course,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2914,30,blue-collar,single,professional.course,yes,no,cellular,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,no
2915,55,management,married,university.degree,no,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2916,45,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2917,58,retired,divorced,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
2918,33,management,single,university.degree,no,yes,telephone,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
